millis,temp_c,pressure_hpa,humidity_pct
4160000,20.87,1013.68,47.68
4165000,20.67,1013.72,47.39
4170000,20.7,1013.72,47.83
4175000,20.88,1013.65,48.01
4180000,20.81,1013.71,47.67
4185000,20.77,1013.78,47.82
4190000,20.84,1013.72,48.47
4195000,20.76,1013.74,47.49
4200000,20.64,1013.77,47.93
4205000,20.76,1013.72,47.98
4210000,20.68,1013.78,47.98
4215000,20.87,1013.73,48.4
4220000,20.63,1013.75,47.84
4225000,20.8,1013.8,48.15
4230000,20.71,1013.73,48.56
4235000,20.8,1013.79,48.16
4240000,20.73,1013.79,48.12
4245000,20.63,1013.78,48.06
4250000,20.72,1013.79,48.1
4255000,20.6,1013.74,48.71
4260000,20.68,1013.86,48.11
4265000,20.75,1013.83,48.73
4270000,20.62,1013.83,48.15
4275000,20.62,1013.84,48.78
4280000,20.73,1013.84,48.72
4285000,20.38,1013.82,48.45
4290000,20.65,1013.87,48.38
4295000,20.54,1013.82,48.99
4300000,20.66,1013.93,48.44
4305000,20.51,1013.89,48.46
4310000,20.54,1013.87,48.29
4315000,20.47,1013.86,48.09
4320000,20.58,1013.92,48.3
4325000,20.38,1013.91,48.62
4330000,20.51,1013.83,47.99
4335000,20.64,1013.89,48.74
4340000,20.49,1013.92,48.23
4345000,20.45,1013.84,48.31
4350000,20.42,1013.82,48.51
4355000,20.41,1013.86,48.63
4360000,20.46,1013.88,49.3
4365000,20.51,1013.98,48.62
4370000,20.52,1013.97,48.43
4375000,20.38,1014.08,48.63
4380000,20.47,1013.93,49.03
4385000,20.34,1013.9,49.14
4390000,20.43,1013.83,48.82
4395000,20.39,1013.99,48.93
4400000,20.42,1013.97,48.94
4405000,20.29,1013.93,48.62
4410000,20.27,1014.01,49.22
4415000,20.42,1013.95,48.76
4420000,20.32,1014.04,49.09
4425000,20.49,1013.94,48.89
4430000,20.24,1013.92,48.93
4435000,20.31,1013.97,48.53
4440000,20.34,1013.99,49.29
4445000,20.36,1013.94,49.15
4450000,20.26,1014.09,49.04
4455000,20.26,1014.0,48.62
4460000,20.4,1014.13,48.57
4465000,20.27,1014.02,48.93
4470000,20.38,1014.09,49.06
4475000,20.44,1014.04,49.08
4480000,20.29,1014.0,49.6
4485000,20.3,1014.03,49.13
4490000,20.18,1014.06,48.82
4495000,20.24,1014.03,49.39
4500000,20.32,1014.1,49.21
4505000,20.17,1014.05,49.26
4510000,20.26,1014.04,48.99
4515000,20.22,1014.14,49.86
4520000,20.27,1014.03,49.74
4525000,20.13,1014.05,49.46
4530000,20.08,1014.13,49.34
4535000,20.21,1014.05,49.62
4540000,20.21,1014.08,49.67
4545000,19.95,1014.12,49.37
4550000,20.09,1014.11,49.57
4555000,20.09,1014.1,49.43
4560000,20.17,1014.18,49.32
4565000,20.24,1014.05,49.57
4570000,19.99,1014.13,49.71
4575000,20.28,1014.13,49.29
4580000,20.2,1014.13,49.56
4585000,20.18,1014.19,49.03
4590000,20.1,1014.14,49.24
4595000,19.96,1014.14,49.44
4600000,20.03,1014.14,49.49
4605000,20.08,1014.23,49.6
4610000,20.22,1014.22,49.92
4615000,20.01,1014.15,49.37
4620000,20.09,1014.16,49.8
4625000,20.07,1014.18,49.57
4630000,19.97,1014.15,49.91
4635000,20.02,1014.17,49.97
4640000,20.07,1014.11,49.7
4645000,19.95,1014.18,49.86
4650000,20.06,1014.27,49.61
4655000,19.99,1014.22,50.06
4660000,19.92,1014.23,49.99
4665000,19.98,1014.19,50.03
4670000,20.02,1014.23,49.6
4675000,19.85,1014.2,49.76
4680000,20.01,1014.18,50.04
4685000,20.0,1014.18,50.15
4690000,19.94,1014.19,49.96
4695000,19.96,1014.18,50.09
4700000,19.95,1014.19,49.39
4705000,19.98,1014.24,49.97
4710000,20.05,1014.11,50.33
4715000,20.04,1014.19,50.26
4720000,19.86,1014.19,49.94
4725000,20.07,1014.27,50.0
4730000,19.99,1014.22,50.45
4735000,20.03,1014.28,49.78
4740000,19.99,1014.27,50.23
4745000,19.99,1014.28,49.78
4750000,20.01,1014.28,50.16
4755000,19.93,1014.28,50.3
4760000,19.9,1014.26,49.92
4765000,19.83,1014.26,50.4
4770000,19.84,1014.27,50.09
4775000,19.91,1014.31,50.72
4780000,19.75,1014.27,50.31
4785000,19.72,1014.38,50.12
4790000,19.78,1014.34,49.51
4795000,19.86,1014.25,50.18
4800000,19.86,1014.34,50.32
4805000,20.0,1014.31,50.11
4810000,19.92,1014.3,50.35
4815000,19.5,1014.33,50.21
4820000,19.78,1014.28,50.52
4825000,19.64,1014.47,50.61
4830000,19.83,1014.41,50.36
4835000,19.73,1014.37,49.79
4840000,19.84,1014.38,50.46
4845000,19.67,1014.34,50.27
4850000,19.72,1014.21,49.97
4855000,19.74,1014.39,51.16
4860000,19.84,1014.3,50.22
4865000,19.85,1014.37,50.48
4870000,19.78,1014.4,51.04
4875000,19.76,1014.35,50.53
4880000,19.72,1014.24,50.54
4885000,19.69,1014.42,50.46
4890000,19.86,1014.31,50.75
4895000,19.61,1014.4,50.36
4900000,19.81,1014.34,50.64
4905000,19.77,1014.38,50.58
4910000,19.86,1014.34,50.88
4915000,19.69,1014.43,51.17
4920000,19.65,1014.26,50.53
4925000,19.66,1014.35,50.39
4930000,19.66,1014.45,50.84
4935000,19.8,1014.49,50.28
4940000,19.5,1014.48,50.6
4945000,19.69,1014.29,50.13
4950000,19.75,1014.38,49.9
4955000,19.61,1014.44,50.94
4960000,19.7,1014.53,50.87
4965000,19.82,1014.46,50.82
4970000,19.57,1014.32,50.36
4975000,19.69,1014.4,50.7
4980000,19.66,1014.42,50.9
4985000,19.66,1014.39,49.82
4990000,19.73,1014.37,50.35
4995000,19.72,1014.45,50.83
5000000,19.73,1014.35,50.57
5005000,19.6,1014.5,50.91
5010000,19.62,1014.46,50.77
5015000,19.63,1014.44,50.92
5020000,19.62,1014.36,50.78
5025000,19.61,1014.36,50.45
5030000,19.61,1014.42,50.86
5035000,19.61,1014.45,50.59
5040000,19.67,1014.45,50.88
5045000,19.73,1014.41,50.24
5050000,19.61,1014.47,50.73
5055000,19.64,1014.35,50.48
5060000,19.65,1014.47,50.51
5065000,19.64,1014.4,50.4
5070000,19.61,1014.45,50.87
5075000,19.66,1014.52,51.04
5080000,19.57,1014.49,50.33
5085000,19.6,1014.5,50.98
5090000,19.66,1014.54,50.56
5095000,19.65,1014.44,51.12
5100000,19.59,1014.49,51.26
5105000,19.63,1014.44,50.69
5110000,19.52,1014.5,51.2
5115000,19.56,1014.36,50.63
5120000,19.61,1014.41,50.23
5125000,19.54,1014.36,50.93
5130000,19.54,1014.46,51.22
5135000,19.49,1014.35,50.83
5140000,19.6,1014.39,50.74
5145000,19.53,1014.46,50.67
5150000,19.77,1014.45,50.91
5155000,19.52,1014.33,51.28
5160000,19.3,1014.54,50.47
5165000,19.44,1014.46,51.53
5170000,19.58,1014.46,50.65
5175000,19.6,1014.45,51.1
5180000,19.39,1014.5,50.99
5185000,19.44,1014.42,50.85
5190000,19.5,1014.49,50.47
5195000,19.47,1014.58,50.65
5200000,19.5,1014.47,50.83
5205000,19.63,1014.45,51.17
5210000,19.47,1014.52,50.85
5215000,19.52,1014.48,51.09
5220000,19.44,1014.43,51.54
5225000,19.57,1014.46,51.12
5230000,19.52,1014.37,50.98
5235000,19.52,1014.5,50.71
5240000,19.51,1014.54,50.9
5245000,19.49,1014.5,50.83
5250000,19.61,1014.48,51.06
5255000,19.46,1014.43,51.17
5260000,19.54,1014.52,51.18
5265000,19.4,1014.5,50.36
5270000,19.56,1014.44,51.1
5275000,19.57,1014.46,50.96
5280000,19.61,1014.41,51.16
5285000,19.52,1014.54,50.47
5290000,19.51,1014.55,51.38
5295000,19.45,1014.48,51.53
5300000,19.4,1014.49,51.03
5305000,19.52,1014.45,51.27
5310000,19.58,1014.59,50.74
5315000,19.47,1014.55,51.53
5320000,19.51,1014.42,50.92
5325000,19.58,1014.53,51.32
5330000,19.66,1014.48,50.72
5335000,19.41,1014.49,51.3
5340000,19.64,1014.51,51.0
5345000,19.49,1014.56,50.76
5350000,19.49,1014.49,50.99
5355000,19.65,1014.45,51.73
5360000,19.45,1014.46,50.8
5365000,19.55,1014.5,51.33
5370000,19.43,1014.42,50.89
5375000,19.52,1014.43,50.97
5380000,19.54,1014.46,50.75
5385000,19.41,1014.49,51.14
5390000,19.72,1014.56,50.62
5395000,19.38,1014.49,51.47
5400000,19.55,1014.47,51.3
5405000,19.61,1014.57,50.68
5410000,19.54,1014.44,50.76
5415000,19.4,1014.49,50.57
5420000,19.56,1014.5,50.74
5425000,19.54,1014.58,51.1
5430000,19.45,1014.49,50.97
5435000,19.45,1014.41,50.88
5440000,19.6,1014.46,50.42
5445000,19.49,1014.55,50.48
5450000,19.52,1014.52,51.16
5455000,19.55,1014.53,50.52
5460000,19.55,1014.57,50.93
5465000,19.53,1014.45,51.38
5470000,19.46,1014.58,50.87
5475000,19.56,1014.47,51.55
5480000,19.35,1014.51,50.36
5485000,19.41,1014.59,51.26
5490000,19.35,1014.5,50.8
5495000,19.55,1014.59,51.18
5500000,19.54,1014.52,50.65
5505000,19.57,1014.54,50.79
5510000,19.46,1014.57,51.04
5515000,19.42,1014.47,50.83
5520000,19.51,1014.49,50.89
5525000,19.65,1014.53,51.41
5530000,19.38,1014.5,51.31
5535000,19.58,1014.46,50.73
5540000,19.6,1014.48,51.15
5545000,19.53,1014.48,50.99
5550000,19.46,1014.57,51.11
5555000,19.63,1014.46,50.78
5560000,19.5,1014.44,51.15
5565000,19.58,1014.46,50.84
5570000,19.56,1014.45,50.81
5575000,19.65,1014.45,50.78
5580000,19.73,1014.38,50.57
5585000,19.68,1014.46,51.07
5590000,19.7,1014.44,50.74
5595000,19.57,1014.47,50.76
5600000,19.53,1014.41,51.05
5605000,19.61,1014.47,50.84
5610000,19.59,1014.45,50.81
5615000,19.54,1014.55,50.88
5620000,19.54,1014.46,50.77
5625000,19.47,1014.43,51.14
5630000,19.5,1014.47,50.74
5635000,19.45,1014.45,51.29
5640000,19.52,1014.43,50.74
5645000,19.53,1014.48,50.74
5650000,19.55,1014.44,50.97
5655000,19.59,1014.47,51.04
5660000,19.56,1014.52,50.99
5665000,19.69,1014.46,50.92
5670000,19.51,1014.46,51.08
5675000,19.54,1014.53,50.84
5680000,19.7,1014.4,50.74
5685000,19.54,1014.5,51.01
5690000,19.57,1014.43,50.8
5695000,19.64,1014.49,50.78
5700000,19.55,1014.45,50.83
5705000,19.61,1014.42,51.31
5710000,19.54,1014.52,51.2
5715000,19.67,1014.54,50.94
5720000,19.57,1014.42,50.57
5725000,19.67,1014.37,50.33
5730000,19.73,1014.49,50.88
5735000,19.68,1014.48,50.69
5740000,19.49,1014.5,50.87
5745000,19.5,1014.44,50.59
5750000,19.61,1014.41,50.89
5755000,19.6,1014.37,50.92
5760000,19.66,1014.36,50.83
5765000,19.7,1014.42,50.75
5770000,19.57,1014.33,50.85
5775000,19.63,1014.44,50.61
5780000,19.62,1014.43,50.65
5785000,19.71,1014.39,50.23
5790000,19.65,1014.35,49.9
5795000,19.56,1014.39,50.41
5800000,19.53,1014.4,51.0
5805000,19.72,1014.41,50.91
5810000,19.62,1014.36,50.82
5815000,19.58,1014.42,50.6
5820000,19.64,1014.38,50.94
5825000,19.54,1014.41,50.51
5830000,19.61,1014.4,50.68
5835000,19.67,1014.41,51.0
5840000,19.63,1014.41,50.04
5845000,19.72,1014.29,50.74
5850000,19.65,1014.39,50.11
5855000,19.7,1014.42,50.72
5860000,19.7,1014.38,50.87
5865000,19.76,1014.35,50.34
5870000,19.65,1014.37,50.15
5875000,19.54,1014.36,50.57
5880000,19.73,1014.42,50.09
5885000,19.68,1014.3,50.54
5890000,19.72,1014.34,50.47
5895000,19.67,1014.31,50.92
5900000,19.8,1014.35,49.98
5905000,19.72,1014.39,50.48
5910000,19.82,1014.42,50.39
5915000,19.71,1014.33,50.28
5920000,19.83,1014.33,49.89
5925000,19.8,1014.34,50.24
5930000,19.61,1014.4,50.58
5935000,19.68,1014.35,50.03
5940000,19.66,1014.23,50.58
5945000,19.85,1014.32,50.32
5950000,19.92,1014.29,49.97
5955000,19.8,1014.35,50.22
5960000,19.68,1014.29,50.5
5965000,19.85,1014.24,49.92
5970000,19.72,1014.32,50.93
5975000,19.79,1014.32,50.02
5980000,20.02,1014.28,50.09
5985000,19.83,1014.24,50.48
5990000,19.82,1014.26,50.04
5995000,19.68,1014.27,49.53
6000000,19.8,1014.27,50.02
6005000,19.79,1014.25,50.55
6010000,19.96,1014.28,50.51
6015000,19.83,1014.27,49.91
6020000,19.91,1014.32,49.76
6025000,19.88,1014.26,49.86
6030000,19.87,1014.18,49.99
6035000,20.03,1014.3,49.76
6040000,19.92,1014.28,49.99
6045000,19.84,1014.27,49.9
6050000,19.88,1014.3,50.31
6055000,19.79,1014.24,50.53
6060000,20.05,1014.28,50.51
6065000,20.01,1014.25,49.42
6070000,19.91,1014.19,50.04
6075000,20.06,1014.26,49.75
6080000,19.83,1014.15,49.4
6085000,20.06,1014.28,49.92
6090000,19.93,1014.23,49.94
6095000,20.06,1014.25,49.34
6100000,20.04,1014.13,49.79
6105000,19.85,1014.23,49.52
6110000,19.85,1014.17,50.13
6115000,19.96,1014.25,50.28
6120000,20.0,1014.24,49.56
6125000,19.98,1014.15,50.0
6130000,20.06,1014.25,49.81
6135000,20.07,1014.19,49.64
6140000,20.04,1014.23,50.45
6145000,20.07,1014.14,49.48
6150000,19.91,1014.19,49.43
6155000,20.13,1014.17,49.94
6160000,20.04,1014.2,49.42
6165000,20.03,1014.16,49.68
6170000,20.05,1014.21,49.56
6175000,20.12,1014.19,50.17
6180000,19.79,1014.13,50.04
6185000,19.86,1014.24,49.67
6190000,19.91,1014.19,49.31
6195000,20.0,1014.23,49.5
6200000,20.01,1014.25,49.87
6205000,20.07,1014.11,49.52
6210000,20.23,1014.09,49.18
6215000,20.21,1014.12,49.58
6220000,20.16,1014.11,48.8
6225000,20.1,1014.19,50.16
6230000,20.12,1014.12,49.9
6235000,20.18,1014.13,48.88
6240000,20.11,1014.13,49.0
6245000,20.12,1014.2,49.36
6250000,20.04,1014.01,49.42
6255000,20.12,1014.06,49.47
6260000,20.19,1014.11,49.49
6265000,20.08,1014.06,49.27
6270000,20.18,1014.14,49.13
6275000,20.13,1014.16,49.38
6280000,20.09,1014.06,48.95
6285000,20.12,1014.01,49.06
6290000,20.38,1014.12,49.69
6295000,20.31,1014.06,49.38
6300000,20.24,1014.01,48.89
6305000,20.31,1014.0,49.28
6310000,20.3,1014.09,49.32
6315000,20.16,1014.07,49.15
6320000,20.19,1013.94,49.3
6325000,20.15,1013.95,49.67
6330000,20.18,1014.01,49.15
6335000,20.29,1013.98,48.9
6340000,20.36,1014.01,49.09
6345000,20.13,1013.99,49.33
6350000,20.25,1013.97,49.17
6355000,20.37,1014.03,48.86
6360000,20.39,1014.09,49.37
6365000,20.21,1014.15,48.6
6370000,20.25,1014.01,48.95
6375000,20.38,1014.05,49.24
6380000,20.29,1013.99,49.24
6385000,20.45,1014.04,49.16
6390000,20.43,1013.95,48.5
6395000,20.42,1013.95,49.25
6400000,20.32,1013.95,48.73
6405000,20.48,1014.0,48.84
6410000,20.43,1014.03,48.29
6415000,20.48,1014.0,49.16
6420000,20.49,1013.91,48.61
6425000,20.49,1013.91,48.7
6430000,20.32,1013.87,48.84
6435000,20.42,1013.89,48.66
6440000,20.48,1013.91,48.75
6445000,20.48,1013.91,48.67
6450000,20.41,1013.89,48.1
6455000,20.39,1013.85,48.51
6460000,20.59,1013.9,48.66
6465000,20.43,1013.91,49.1
6470000,20.51,1013.85,48.22
6475000,20.54,1013.84,48.76
6480000,20.45,1013.8,48.67
6485000,20.44,1013.91,48.82
6490000,20.5,1013.88,48.9
6495000,20.52,1013.95,48.36
6500000,20.49,1013.87,48.51
6505000,20.67,1013.9,48.53
6510000,20.64,1013.86,48.64
6515000,20.55,1013.79,48.44
6520000,20.82,1013.88,48.15
6525000,20.72,1013.74,48.26
6530000,20.65,1013.79,48.13
6535000,20.62,1013.8,48.05
6540000,20.55,1013.74,47.98
6545000,20.64,1013.86,48.05
6550000,20.56,1013.89,47.88
6555000,20.67,1013.75,47.99
6560000,20.71,1013.82,48.56
6565000,20.74,1013.8,48.34
6570000,20.61,1013.84,48.29
6575000,20.74,1013.81,47.67
6580000,20.62,1013.78,48.13
6585000,20.77,1013.77,48.01
6590000,20.83,1013.78,48.27
6595000,20.84,1013.82,48.12
6600000,20.81,1013.76,48.32
6605000,20.94,1013.69,47.75
6610000,20.9,1013.75,47.83
6615000,20.72,1013.78,48.1
6620000,20.95,1013.72,48.18
6625000,20.93,1013.65,47.57
6630000,20.83,1013.69,47.74
6635000,20.76,1013.7,47.57
6640000,20.72,1013.72,47.85
6645000,20.91,1013.72,47.92
6650000,20.91,1013.65,47.62
6655000,20.88,1013.73,47.94
6660000,20.85,1013.67,47.8
6665000,20.78,1013.72,47.93
6670000,20.96,1013.72,47.98
6675000,20.74,1013.67,47.22
6680000,20.83,1013.65,47.99
6685000,20.94,1013.66,48.14
6690000,20.94,1013.6,47.16
6695000,20.86,1013.65,47.1
6700000,20.98,1013.65,47.32
6705000,20.96,1013.65,47.32
6710000,21.02,1013.59,47.66
6715000,21.09,1013.63,47.08
6720000,20.99,1013.61,47.18
6725000,20.89,1013.59,47.68
6730000,21.07,1013.66,47.38
6735000,21.17,1013.55,47.5
6740000,21.0,1013.66,47.35
6745000,20.95,1013.59,46.98
6750000,20.97,1013.62,47.29
6755000,21.12,1013.52,47.66
6760000,21.05,1013.46,46.98
6765000,20.96,1013.48,47.38
6770000,21.11,1013.58,46.98
6775000,21.14,1013.47,47.03
6780000,21.09,1013.51,47.18
6785000,21.11,1013.55,47.22
6790000,21.2,1013.5,47.3
6795000,21.16,1013.53,47.12
6800000,20.97,1013.61,46.78
6805000,21.09,1013.49,46.63
6810000,21.31,1013.47,46.8
6815000,21.11,1013.52,47.4
6820000,21.21,1013.45,47.35
6825000,21.22,1013.45,46.91
6830000,21.22,1013.49,46.9
6835000,21.22,1013.56,47.73
6840000,21.24,1013.42,46.54
6845000,21.3,1013.38,46.77
6850000,21.28,1013.46,46.68
6855000,21.41,1013.48,46.64
6860000,21.33,1013.43,46.6
6865000,21.25,1013.49,46.56
6870000,21.28,1013.48,46.8
6875000,21.32,1013.39,47.38
6880000,21.38,1013.3,47.05
6885000,21.22,1013.34,46.42
6890000,21.43,1013.39,46.67
6895000,21.21,1013.45,46.5
6900000,21.25,1013.4,46.7
6905000,21.37,1013.45,46.7
6910000,21.49,1013.37,46.54
6915000,21.45,1013.43,46.38
6920000,21.55,1013.37,46.45
6925000,21.44,1013.31,45.93
6930000,21.58,1013.4,46.12
6935000,21.44,1013.37,46.23
6940000,21.55,1013.31,46.65
6945000,21.4,1013.36,46.79
6950000,21.5,1013.3,46.37
6955000,21.53,1013.3,46.15
6960000,21.62,1013.38,46.05
6965000,21.39,1013.24,45.89
6970000,21.48,1013.3,45.78
6975000,21.52,1013.15,46.21
6980000,21.65,1013.23,45.28
6985000,21.55,1013.31,46.0
6990000,21.56,1013.34,46.6
6995000,21.6,1013.21,46.12
7000000,21.49,1013.26,45.97
7005000,21.53,1013.33,45.95
7010000,21.47,1013.27,46.2
7015000,21.6,1013.2,45.83
7020000,21.56,1013.21,45.73
7025000,21.6,1013.16,45.99
7030000,21.57,1013.27,46.0
7035000,21.76,1013.15,46.28
7040000,21.64,1013.24,46.1
7045000,21.74,1013.21,45.95
7050000,21.67,1013.23,45.52
7055000,21.72,1013.27,46.36
7060000,21.78,1013.26,45.89
7065000,21.79,1013.27,45.69
7070000,21.59,1013.16,45.74
7075000,21.66,1013.1,45.51
7080000,21.64,1013.2,46.14
7085000,21.8,1013.08,45.66
7090000,21.69,1013.16,45.33
7095000,21.85,1013.17,45.45
7100000,21.82,1013.13,46.04
7105000,21.64,1013.14,45.87
7110000,21.77,1013.09,45.52
7115000,21.74,1013.08,45.14
7120000,21.81,1013.0,45.24
7125000,21.88,1013.08,45.27
7130000,21.92,1013.17,45.15
7135000,21.95,1013.0,45.09
7140000,21.91,1013.09,45.35
7145000,21.95,1013.06,45.52
7150000,21.85,1013.03,44.7
7155000,21.96,1013.02,45.54
7160000,21.99,1013.04,45.24
7165000,21.94,1013.04,44.75
7170000,22.05,1013.01,45.32
7175000,21.97,1013.05,45.2
7180000,22.03,1012.98,45.4
7185000,21.98,1013.02,44.95
7190000,21.97,1013.04,44.7
7195000,21.85,1012.99,45.24
